timestamp,iso_date,strategy,submode,action,confidence,price_y,stake,base_balance,result,settled_balance,duration_sec,reason
1789083479200,2026-09-10T18:37:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1220.00,2.00,44853811.20,LOSS,44753812.48,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.72000000626 COP"
1789083783004,2026-09-10T18:43:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1147.00,2.00,44753812.48,LOSS,44653808.64,61,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.83999999613 COP"
1789084082230,2026-09-10T18:48:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1237.50,2.00,44653808.64,LOSS,44553809.92,59,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789084623410,2026-09-10T18:57:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1612.00,2.00,44553809.92,LOSS,44453811.20,61,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789084862470,2026-09-10T19:01:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1420.50,2.00,44453811.20,LOSS,44353812.48,57,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.72000000626 COP"
1789085222601,2026-09-10T19:07:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1515.00,2.00,44353812.48,WIN,44436807.68,58,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82995.20000000298 COP"
1789085402132,2026-09-10T19:10:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1396.50,1.00,44436807.68,WIN,44519808.00,61,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789085642357,2026-09-10T19:14:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1247.00,1.00,44519808.00,LOSS,44419809.28,56,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789086303472,2026-09-10T19:25:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1626.20,2.00,44419809.28,LOSS,44319810.56,61,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789086663182,2026-09-10T19:31:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1461.50,2.00,44319810.56,LOSS,44219811.84,61,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789087079384,2026-09-10T19:37:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1602.50,2.00,44219811.84,LOSS,44119808.00,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.84000000358 COP"
1789088223007,2026-09-10T19:57:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1295.00,2.00,44302812.16,LOSS,44202808.32,58,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.83999999613 COP"
1789088530069,2026-09-10T20:02:10,AUTO_ADAPTIVE,YOLO,SELL,1.00,1189.00,2.00,44202808.32,LOSS,44102809.60,72,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789088883385,2026-09-10T20:08:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1377.00,2.00,44102809.60,WIN,44184811.52,63,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789088999367,2026-09-10T20:09:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1485.50,1.00,44184811.52,LOSS,44084807.68,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.84000000358 COP"
1789090439177,2026-09-10T20:33:59,AUTO_ADAPTIVE,YOLO,BUY,1.00,1645.00,1.00,44266808.32,LOSS,44166809.60,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
